Date,Time,CO,TinOxide,Benzene,Titanium,NO2,TungstenOxide,IndiumOxide,Temperature,RelativeHumidity,AbsoluteHumidity
18/04/2004,04.00.00,-200,929,3.2,664,-200,1449,536,14.3,69.6,1.1257
18/04/2004,05.00.00,-200,892,1.9,579,-200,1396,441,13.8,71.9,1.1312
18/04/2004,06.00.00,-200,895,2.3,609,-200,1410,477,13.8,72.7,1.1402
18/04/2004,07.00.00,-200,915,2.4,612,-200,1411,506,14.2,72.3,1.1632
18/04/2004,08.00.00,-200,947,2.9,649,-200,1459,608,14.5,72.9,1.195
18/04/2004,09.00.00,-200,1032,4.2,721,-200,1546,663,14.2,75.6,1.2201
18/04/2004,10.00.00,-200,1219,6.8,849,-200,1664,912,14.5,77.2,1.2695
18/04/2004,11.00.00,-200,1217,7.3,869,-200,1660,963,14.9,74.5,1.253
18/04/2004,12.00.00,-200,1097,5.3,779,-200,1565,803,15.5,67.4,1.178
18/04/2004,13.00.00,-200,938,3.4,674,-200,1433,564,16.7,56,1.0544
18/04/2004,14.00.00,-200,944,3.4,677,-200,1436,501,17.1,55.5,1.0724
18/04/2004,15.00.00,-200,1139,6.8,847,-200,1604,701,16.2,62.4,1.1423
18/04/2004,16.00.00,-200,1163,7,859,-200,1603,783,17.4,58.9,1.1567
18/04/2004,17.00.00,-200,1157,7.7,885,-200,1590,784,17.5,54.6,1.08
18/04/2004,18.00.00,-200,1154,8.5,919,-200,1623,861,17.5,54.2,1.0722
18/04/2004,19.00.00,-200,1342,13.5,1102,-200,1824,1156,17,55.1,1.0621
18/04/2004,20.00.00,-200,1178,9.2,949,-200,1653,1047,16.4,57.8,1.0669
18/04/2004,21.00.00,-200,1152,8.7,926,-200,1669,1034,15.8,60.4,1.0744
18/04/2004,22.00.00,-200,1078,6.6,841,-200,1595,962,15.5,63.3,1.1071
18/04/2004,23.00.00,-200,1167,9.1,945,-200,1702,1100,15,65.2,1.1045
19/04/2004,00.00.00,-200,1111,7.8,890,-200,1658,1047,14.5,67.3,1.1054
19/04/2004,01.00.00,-200,988,4.2,722,-200,1500,874,14.1,70.1,1.1224
19/04/2004,02.00.00,-200,917,3.4,677,-200,1494,747,13.8,73.3,1.1518
19/04/2004,03.00.00,-200,850,1.7,562,-200,1407,589,13.1,78.3,1.1716
19/04/2004,04.00.00,-200,885,2.1,589,-200,1443,635,13,78.2,1.1664
19/04/2004,05.00.00,-200,888,2.2,597,-200,1428,671,14.3,70.1,1.1328
19/04/2004,06.00.00,-200,1101,6.9,852,-200,1655,992,14,70.9,1.1306
19/04/2004,07.00.00,-200,1399,16.5,1195,-200,1976,1308,15.4,64.2,1.1123
19/04/2004,08.00.00,-200,1325,18.7,1260,-200,1969,1303,16.5,57.9,1.0826
19/04/2004,09.00.00,-200,1058,8.5,921,-200,1594,893,18.8,48,1.0323
19/04/2004,10.00.00,-200,990,6.8,846,-200,1503,715,19.5,43.3,0.9706
19/04/2004,11.00.00,-200,1018,7.5,879,-200,1574,685,18.5,45.5,0.9606
19/04/2004,12.00.00,-200,1105,10.9,1010,-200,1709,947,18,46.7,0.9569
19/04/2004,13.00.00,-200,1194,13.4,1097,-200,1847,1049,16.5,58.2,1.0813
19/04/2004,14.00.00,-200,1088,7.9,893,-200,1565,741,12.1,75.6,1.0662
19/04/2004,15.00.00,-200,1084,8.8,933,-200,1602,801,11.1,75.6,0.9974
19/04/2004,16.00.00,-200,1207,11.5,1032,-200,1701,969,10.5,79,1.0016
19/04/2004,17.00.00,-200,1186,11.8,1042,-200,1684,1038,10,80.5,0.9853
19/04/2004,18.00.00,-200,1053,8.3,911,-200,1528,889,11.3,70.5,0.9389
19/04/2004,19.00.00,-200,1032,7.9,895,-200,1508,879,10.7,71.5,0.9197
19/04/2004,20.00.00,-200,989,6.7,846,-200,1476,846,9.9,74,0.9009
19/04/2004,21.00.00,-200,930,4.6,745,-200,1391,712,10.8,68.2,0.8806
19/04/2004,22.00.00,-200,951,5,766,-200,1431,747,10.2,74,0.9176
19/04/2004,23.00.00,-200,985,5.3,780,-200,1444,791,10.1,77.5,0.9579
20/04/2004,00.00.00,-200,937,3.9,703,-200,1377,637,9.9,77.7,0.9497
20/04/2004,01.00.00,-200,887,2.9,648,-200,1357,553,9.5,80.2,0.9533
20/04/2004,02.00.00,-200,806,1.5,544,-200,1290,449,9.5,79.7,0.9489
20/04/2004,03.00.00,-200,771,0.8,483,-200,1277,485,9.7,78.9,0.9487
20/04/2004,04.00.00,-200,802,1.2,519,-200,1315,540,9.8,80,0.967
20/04/2004,05.00.00,-200,878,2.9,644,-200,1410,685,10,79.6,0.98
20/04/2004,06.00.00,-200,1070,7.6,883,-200,1625,925,10.3,79.4,0.9927
20/04/2004,07.00.00,-200,1430,20.7,1316,-200,2069,1382,11,77.4,1.0135
20/04/2004,08.00.00,-200,1565,29.9,1549,-200,2396,1645,12.3,69.2,0.9906
20/04/2004,09.00.00,-200,1365,20.1,1299,-200,1999,1514,14.5,60.4,0.9936
20/04/2004,10.00.00,-200,1348,17.1,1214,-200,1874,1509,16,56.3,1.0185
20/04/2004,11.00.00,-200,1311,19.4,1279,-200,1991,1520,18.1,51.1,1.0551
20/04/2004,12.00.00,-200,1302,18.7,1260,-200,1970,1471,23,37.5,1.0389
20/04/2004,13.00.00,-200,1250,15.8,1173,-200,1870,1282,21.8,39.6,1.0209
20/04/2004,14.00.00,-200,1083,10.3,988,-200,1643,1004,21.9,37.2,0.9683
20/04/2004,15.00.00,-200,1005,7.9,894,-200,1530,714,23.8,31.4,0.9132
20/04/2004,16.00.00,-200,1129,13.7,1107,-200,1742,940,25.9,26.9,0.8845
20/04/2004,17.00.00,-200,1327,19.7,1289,-200,1938,1272,25.8,29.9,0.9808
20/04/2004,18.00.00,-200,1428,25.3,1437,-200,2156,1526,22.6,39.5,1.0679
20/04/2004,19.00.00,-200,1426,23.9,1400,-200,2102,1488,19.9,45,1.0364
20/04/2004,20.00.00,-200,1310,20.6,1313,-200,1958,1475,17.9,47.4,0.9657
20/04/2004,21.00.00,-200,1114,12.3,1059,-200,1704,1182,16.8,50.4,0.9545
20/04/2004,22.00.00,-200,991,7.7,889,-200,1550,933,16,52,0.9375
20/04/2004,23.00.00,-200,1089,9,940,-200,1589,1001,14.2,59.1,0.952
21/04/2004,00.00.00,-200,911,4.5,740,-200,1412,756,14.2,56.7,0.9111
21/04/2004,01.00.00,-200,1005,5.8,802,-200,1474,952,12.2,67.7,0.9625
21/04/2004,02.00.00,-200,863,3.2,664,-200,1381,808,13.2,61.7,0.9328
21/04/2004,03.00.00,-200,857,3,653,-200,1375,779,10.9,71,0.92490000000000006
21/04/2004,04.00.00,-200,804,2,585,-200,1319,717,11.3,67.6,0.9038
21/04/2004,05.00.00,-200,871,3.7,694,-200,1421,779,10.1,71.8,0.888
21/04/2004,06.00.00,-200,1035,8.7,929,-200,1599,1009,10.2,70.9,0.8841
21/04/2004,07.00.00,-200,1513,27,1480,-200,2249,1595,11.8,66,0.9085
21/04/2004,08.00.00,-200,1726,40.3,1776,-200,2684,1940,14,58.2,0.9271
21/04/2004,09.00.00,-200,1396,20,1296,-200,1991,1628,17,50.2,0.9646
21/04/2004,10.00.00,-200,1333,17.1,1212,-200,1854,1573,22.3,36.9,0.9838
21/04/2004,11.00.00,-200,1161,11,1016,-200,1642,1187,24.4,30.9,0.934
21/04/2004,12.00.00,-200,1081,10.6,1000,-200,1561,900,25.9,26.7,0.8771
21/04/2004,13.00.00,-200,1075,10.5,998,-200,1574,800,25.8,26.1,0.854
21/04/2004,14.00.00,-200,1055,9.6,964,-200,1513,770,26.3,24.8,0.8393
21/04/2004,15.00.00,-200,1053,9.3,953,-200,1483,758,27,22.2,0.7805
21/04/2004,16.00.00,-200,1087,12.7,1075,-200,1558,886,27.3,20.5,0.7308
21/04/2004,17.00.00,-200,1304,19.8,1291,-200,1838,1219,25.8,24.1,0.7912
21/04/2004,18.00.00,-200,1625,32.5,1608,-200,2271,1725,25.3,28.9,0.9151
21/04/2004,19.00.00,-200,1649,33.6,1633,-200,2328,1745,23.8,33.7,0.9786
21/04/2004,20.00.00,-200,1443,26,1455,-200,2073,1600,21.4,36,0.9059
21/04/2004,21.00.00,-200,1209,16.4,1193,-200,1737,1310,19.8,39.5,0.9016
21/04/2004,22.00.00,-200,1105,10.6,1000,-200,1573,1208,19.2,42.1,0.9273
21/04/2004,23.00.00,-200,1020,7.1,863,-200,1492,1074,18.8,45.8,0.9855
22/04/2004,00.00.00,-200,991,6.4,828,-200,1469,993,17.1,50.8,0.9828
22/04/2004,01.00.00,-200,937,4.6,741,-200,1420,923,16.2,53.4,0.9775
22/04/2004,02.00.00,-200,882,3,654,-200,1377,819,16,53.5,0.9691
22/04/2004,03.00.00,-200,843,2.2,597,-200,1341,727,14.3,59.2,0.9601
22/04/2004,04.00.00,-200,819,1.7,565,-200,1316,694,13.3,62.6,0.9498
22/04/2004,05.00.00,-200,834,2.2,596,-200,1335,727,13.4,59.5,0.9097
22/04/2004,06.00.00,-200,977,5.7,800,-200,1474,926,12.2,64.1,0.9062
22/04/2004,07.00.00,-200,1234,13.8,1109,-200,1729,1194,13.9,57.2,0.9029
22/04/2004,08.00.00,-200,1403,21.6,1340,-200,2003,1502,15.2,53.2,0.9107
22/04/2004,09.00.00,-200,1538,26.1,1458,-200,2186,1743,19.2,41.6,0.9154
22/04/2004,10.00.00,-200,1343,20.1,1299,-200,1945,1542,23.7,30.6,0.8854
22/04/2004,11.00.00,-200,1243,15.4,1162,-200,1731,1354,26.1,26.8,0.8921
22/04/2004,12.00.00,-200,1201,13.6,1102,-200,1682,1175,28.1,24.4,0.9138
22/04/2004,13.00.00,-200,1121,11.1,1020,-200,1585,916,28.3,23.9,0.906
22/04/2004,14.00.00,-200,1087,12.2,1055,-200,1562,818,28,21,0.7814
22/04/2004,15.00.00,-200,1165,17.5,1225,-200,1676,1028,30.8,16.4,0.7167
22/04/2004,16.00.00,-200,1224,19.1,1270,-200,1739,1113,31.3,16.2,0.7262
22/04/2004,17.00.00,-200,1431,27.1,1482,-200,2025,1431,29.4,20.5,0.8262
22/04/2004,18.00.00,-200,1433,28.3,1510,-200,2038,1503,25.8,24.3,0.794
22/04/2004,19.00.00,-200,1527,35,1664,-200,2238,1775,23.8,29.5,0.8559
22/04/2004,20.00.00,-200,1387,22.4,1361,-200,1932,1505,22,34.8,0.908
22/04/2004,21.00.00,-200,1158,13.5,1100,-200,1659,1211,20.2,37.4,0.8748
22/04/2004,22.00.00,-200,1009,8.2,907,-200,1466,872,19.3,38.8,0.8559
22/04/2004,23.00.00,-200,1026,7.8,890,-200,1467,855,17.9,43.7,0.8856
23/04/2004,00.00.00,-200,1119,10,979,-200,1593,1170,17.2,47.9,0.9334
23/04/2004,01.00.00,-200,1000,6.6,839,-200,1467,1024,16.3,49.7,0.916
23/04/2004,02.00.00,-200,866,3.4,675,-200,1337,841,16.7,46.5,0.8755
23/04/2004,03.00.00,-200,848,2.8,642,-200,1325,760,14.6,53,0.8775
23/04/2004,04.00.00,-200,844,2.3,608,-200,1314,803,14.1,53.9,0.8633
23/04/2004,05.00.00,0.6,852,2.9,646,59,1321,793,14.2,52.2,0.8413
23/04/2004,06.00.00,0.8,923,4.9,757,67,1418,906,14.3,55.4,0.9003
23/04/2004,07.00.00,4,1490,22.6,1368,95,2119,1541,14,58,0.9202
23/04/2004,08.00.00,5.6,1662,31.1,1576,123,2417,1861,15.4,53.3,0.9289
23/04/2004,09.00.00,5,1553,22.1,1354,142,2030,1895,19.1,42.1,0.9233
23/04/2004,10.00.00,3.2,1423,18.3,1247,142,1887,1684,23.7,31,0.8968
23/04/2004,11.00.00,3.8,1458,22,1350,169,1947,1731,26.9,25.7,0.8942
23/04/2004,12.00.00,3.3,1349,20.1,1299,142,1838,1402,29.7,20.6,0.8478
23/04/2004,13.00.00,3,1326,18.9,1265,136,1835,1246,29.2,21.5,0.8573
23/04/2004,14.00.00,3.2,1356,20.6,1312,147,1865,1342,29.6,20.1,0.8181
23/04/2004,15.00.00,4.4,1460,25.3,1438,196,1953,1489,30,19.4,0.81
23/04/2004,16.00.00,4.6,1497,25.8,1449,186,1985,1532,29.5,20.1,0.8136
23/04/2004,17.00.00,5.2,1645,30.6,1566,177,2228,1909,27,26.8,0.9403
23/04/2004,18.00.00,4.8,1557,27.1,1483,164,2087,1757,24.9,30.8,0.954
23/04/2004,19.00.00,5.6,1747,32.5,1608,161,2335,1983,23.1,36.7,1.0244
23/04/2004,20.00.00,4.6,1482,20.8,1319,146,1975,1703,21.5,40.8,1.0333
23/04/2004,21.00.00,1.8,1211,10.9,1010,98,1619,1246,20.5,41.5,0.9864
23/04/2004,22.00.00,2.2,1294,13,1083,108,1687,1321,19.2,44.9,0.9875
23/04/2004,23.00.00,2,1300,11.8,1043,107,1659,1375,18.8,47.7,1.0221
24/04/2004,00.00.00,2.8,1402,13.4,1098,113,1729,1456,18.2,49.7,1.0284
24/04/2004,01.00.00,2.6,1349,13.4,1097,100,1763,1442,16.1,57.4,1.0451
24/04/2004,02.00.00,1.8,1161,9,938,87,1597,1243,16.3,55.3,1.0178
24/04/2004,03.00.00,1.1,1022,5.8,802,-200,1481,1078,15.7,53.6,0.9483
24/04/2004,04.00.00,-200,948,3.8,700,60,1430,939,16.9,49.8,0.9514
24/04/2004,05.00.00,0.7,933,3.7,697,65,1403,937,14.8,57.7,0.9644
24/04/2004,06.00.00,0.9,1021,5.7,800,64,1483,1019,14,59.7,0.9499
24/04/2004,07.00.00,1.5,1134,10,979,73,1639,1140,14.6,56.8,0.9385
24/04/2004,08.00.00,2.5,1311,15,1147,86,1838,1351,16.7,51.9,0.9788
24/04/2004,09.00.00,3,1409,15.6,1169,105,1874,1459,20,45,1.039
24/04/2004,10.00.00,2.6,1301,12.3,1059,107,1727,1297,23.9,33.7,0.9837
24/04/2004,11.00.00,2.6,1354,14.4,1130,114,1808,1291,26.8,29.5,1.0209
24/04/2004,12.00.00,2.6,1391,14.6,1136,105,1840,1296,27.2,32.4,1.1493
24/04/2004,13.00.00,1.9,1200,8.7,929,74,1623,972,26.9,32.1,1.1217
24/04/2004,14.00.00,2,1338,11,1016,95,1766,1194,24.3,41.8,1.2561
24/04/2004,15.00.00,1.7,1223,9,938,89,1610,880,25.6,36,1.1629
24/04/2004,16.00.00,1.9,1278,10.7,1003,95,1691,909,27,31.8,1.1176
24/04/2004,17.00.00,1.8,1257,9.9,973,93,1634,839,27.5,31.6,1.1417
24/04/2004,18.00.00,2.8,1497,15.7,1171,123,1899,1248,24.9,38.1,1.1838
24/04/2004,19.00.00,3.5,1567,19.4,1280,134,1970,1476,23.4,39.7,1.1276
24/04/2004,20.00.00,3.4,1503,16.8,1203,126,1863,1502,21.2,50.8,1.2631
24/04/2004,21.00.00,2,1169,6.8,850,79,1584,873,15.6,73.5,1.2953
24/04/2004,22.00.00,1.1,1007,3,650,54,1404,528,12.9,79.7,1.1774
24/04/2004,23.00.00,1.3,1004,3.2,667,69,1365,492,11.5,76.9,1.0436
25/04/2004,00.00.00,1.2,967,3.1,661,67,1321,463,12.2,66.8,0.9455
25/04/2004,01.00.00,1.3,984,3.9,707,73,1359,494,12.4,64.1,0.9209
25/04/2004,02.00.00,1,931,3.6,689,73,1317,503,12.7,58.7,0.8605
25/04/2004,03.00.00,1.3,966,4.5,737,-200,1363,581,12.6,58.6,0.8529
25/04/2004,04.00.00,-200,777,1.2,521,33,1121,350,12.5,51.2,0.73740000000000006
25/04/2004,05.00.00,0.3,763,0.7,471,20,1098,305,12.5,50.9,0.7346
25/04/2004,06.00.00,0.5,804,1.1,505,37,1148,329,12.8,49.3,0.7285
25/04/2004,07.00.00,0.6,830,1.4,535,50,1184,375,13.5,48.6,0.7487
25/04/2004,08.00.00,0.6,833,1.6,553,45,1180,373,14.4,45.9,0.7476
25/04/2004,09.00.00,0.8,875,2.3,603,48,1206,385,15.1,43.9,0.7487
25/04/2004,10.00.00,1,882,2.5,621,56,1216,403,16.6,38.6,0.7236
25/04/2004,11.00.00,0.9,862,2.7,635,58,1193,393,17.2,35,0.6789
25/04/2004,12.00.00,1,863,2.7,636,52,1185,388,17.4,33.9,0.6683
25/04/2004,13.00.00,0.8,830,2.2,596,52,1145,371,17.9,30.7,0.6234
25/04/2004,14.00.00,0.7,807,2,584,44,1104,347,18.3,27.2,0.5675
25/04/2004,15.00.00,0.9,873,3.4,675,59,1181,396,19.4,25.7,0.5738
25/04/2004,16.00.00,1.3,931,4.5,739,74,1219,474,20.2,24.1,0.563
25/04/2004,17.00.00,1.4,918,4.7,748,76,1219,505,19.6,24.9,0.5625
25/04/2004,18.00.00,1.5,1001,6,811,83,1344,625,18.5,27.8,0.5843
25/04/2004,19.00.00,2.7,1169,11.7,1039,100,1550,941,17.8,30.3,0.6129
25/04/2004,20.00.00,2.5,1085,8.2,907,101,1419,893,16.6,34,0.6353
25/04/2004,21.00.00,1.4,940,5.1,769,90,1310,731,15.5,37,0.6447
25/04/2004,22.00.00,2.8,1126,13,1083,93,1654,955,14.8,39.5,0.6595
25/04/2004,23.00.00,2.1,978,7,858,79,1379,761,14.5,42,0.6896
26/04/2004,00.00.00,1.1,893,3.9,703,57,1283,515,14.1,44.9,0.7206
26/04/2004,01.00.00,0.7,838,2.2,601,43,1220,434,14.2,45.5,0.7333
26/04/2004,02.00.00,0.4,803,1.3,527,25,1152,369,14.1,45.3,0.7247
26/04/2004,03.00.00,0.3,775,0.8,477,-200,1115,335,14,44.3,0.7038
26/04/2004,04.00.00,-200,767,0.6,454,17,1091,319,14.1,43,0.689
26/04/2004,05.00.00,0.4,809,1.2,521,44,1158,378,13.9,43.9,0.6923
26/04/2004,06.00.00,0.8,898,3.4,676,72,1307,517,14,43.8,0.6959
26/04/2004,07.00.00,1.9,1053,7.5,880,91,1464,786,14.4,43.6,0.7113
26/04/2004,08.00.00,2.1,1033,8.9,934,89,1490,844,15,41.7,0.7093
26/04/2004,09.00.00,1.4,941,5.3,780,84,1343,720,16.3,38.4,0.7052
26/04/2004,10.00.00,1.4,941,5.4,782,83,1328,668,18.3,32.3,0.676
26/04/2004,11.00.00,1.3,917,5.2,772,78,1311,605,18.8,31.7,0.6821
26/04/2004,12.00.00,1.5,977,6.6,837,80,1413,646,19.6,30.9,0.6968
26/04/2004,13.00.00,1.6,994,6.9,851,75,1436,640,20.2,30.7,0.7176
26/04/2004,14.00.00,1.3,942,5.4,785,77,1365,571,19.7,32.5,0.7396
26/04/2004,15.00.00,1.4,981,6,810,77,1395,605,20.7,31.6,0.7602
26/04/2004,16.00.00,1.5,984,6.4,832,81,1410,636,20,32.7,0.7545
26/04/2004,17.00.00,2.2,1116,10.7,1003,101,1625,886,18.6,35.4,0.7535
26/04/2004,18.00.00,3.2,1181,13.9,1114,119,1685,1032,18.3,35.9,0.7501
26/04/2004,19.00.00,3,1163,12.5,1068,111,1616,977,17.8,37.5,0.7568
26/04/2004,20.00.00,2.6,1081,9.3,950,109,1496,924,17.3,38.8,0.7584
26/04/2004,21.00.00,1.6,1017,6.7,842,101,1441,846,17.3,38.8,0.7596
26/04/2004,22.00.00,1.5,966,5.3,778,89,1359,755,16.4,40.8,0.7542
26/04/2004,23.00.00,1.2,924,4,709,75,1318,610,16,41.4,0.7487
27/04/2004,00.00.00,0.8,861,2.2,601,51,1225,439,15.4,43,0.7482
27/04/2004,01.00.00,0.7,826,1.7,560,39,1197,402,15.7,42.5,0.7539
27/04/2004,02.00.00,0.5,846,1.6,557,32,1212,406,15.6,43.4,0.7651
27/04/2004,03.00.00,0.5,842,1.5,545,-200,1224,424,15.2,45.8,0.7864
27/04/2004,04.00.00,-200,909,2.5,617,49,1302,558,14.7,49.9,0.828
27/04/2004,05.00.00,0.7,930,3.3,670,68,1339,746,15.5,47.3,0.8282
27/04/2004,06.00.00,1.4,1120,8.9,935,76,1593,1126,14.4,53.1,0.8677
27/04/2004,07.00.00,4.1,1518,23.4,1389,122,2101,1703,15.9,48.5,0.8704
27/04/2004,08.00.00,4.6,1461,23.8,1398,129,2050,1628,18.1,40.3,0.8294
27/04/2004,09.00.00,1.9,1075,7.9,896,94,1487,936,19.6,35.9,0.81
27/04/2004,10.00.00,1.9,1061,8.2,908,99,1455,890,22.8,29.1,0.796
27/04/2004,11.00.00,1.7,1066,8.8,931,81,1474,757,24.8,25.3,0.7793
27/04/2004,12.00.00,2.4,1179,14.6,1137,87,1651,949,27.2,22,0.7785
27/04/2004,13.00.00,3,1251,18,1238,107,1779,1109,28.2,20.4,0.7677
27/04/2004,14.00.00,2,1120,12,1048,95,1560,870,25.4,24.2,0.7733
27/04/2004,15.00.00,2.7,1187,14.8,1142,110,1651,1011,25.7,23.8,0.7737
27/04/2004,16.00.00,2.2,1145,12.5,1066,99,1592,885,27.2,22.1,0.7811
27/04/2004,17.00.00,2.9,1215,15.5,1164,113,1689,1015,27,22.3,0.786
27/04/2004,18.00.00,3.4,1317,17.7,1231,127,1798,1155,24.5,27.8,0.8433
27/04/2004,19.00.00,3.9,1388,21.6,1341,131,1955,1315,23.7,30.2,0.8718
27/04/2004,20.00.00,3.6,1295,18.9,1266,137,1849,1359,21.5,34.5,0.8746
27/04/2004,21.00.00,2.5,1153,12.5,1066,122,1651,1194,19.9,37.8,0.8675
27/04/2004,22.00.00,1.8,1078,8.8,932,100,1511,951,18.9,40.6,0.8771
27/04/2004,23.00.00,2,1133,10.9,1012,108,1608,1054,17.9,43.5,0.884
28/04/2004,00.00.00,1.3,1055,8,899,83,1504,980,17.4,46.3,0.9112
28/04/2004,01.00.00,1,953,4.4,735,74,1396,898,18.1,44.7,0.9186
28/04/2004,02.00.00,0.6,892,2.8,639,64,1359,803,16.5,50.1,0.9331
28/04/2004,03.00.00,0.6,895,2.7,632,-200,1347,684,14.2,56.9,0.9141
28/04/2004,04.00.00,-200,859,2.2,602,40,1321,644,14.7,56.2,0.9341
28/04/2004,05.00.00,0.5,856,2.5,619,39,1345,677,16.3,52.8,0.9722
28/04/2004,06.00.00,1.1,1030,7.5,880,69,1539,996,13.9,60.7,0.9597
28/04/2004,07.00.00,5.5,1689,30.4,1560,104,2396,1736,15,58.3,0.9876
28/04/2004,08.00.00,4.2,1486,22,1351,100,2112,1692,16.1,54.8,0.996
28/04/2004,09.00.00,4.6,1592,24.7,1423,146,2155,2108,19.3,46.4,1.0248
28/04/2004,10.00.00,3.4,1469,18.4,1252,155,1903,1807,24.2,33.8,1.0097
28/04/2004,11.00.00,2.8,1364,16.8,1205,139,1850,1566,26.7,28.7,0.9895
28/04/2004,12.00.00,2.5,1285,14.2,1123,121,1741,1293,27.4,28.2,1.0098
28/04/2004,13.00.00,2.4,1311,15.7,1170,108,1787,1219,28.1,26.9,1.0094
28/04/2004,14.00.00,3.2,1416,21.9,1348,126,1969,1330,27.7,26.5,0.9693
28/04/2004,15.00.00,3.5,1387,20.8,1318,145,1890,1299,28.4,23.4,0.8935
28/04/2004,16.00.00,2.9,1329,16.2,1185,121,1750,1111,28.4,26,0.9922
28/04/2004,17.00.00,3.6,1496,19.8,1292,145,1878,1300,27.3,30,1.0752
28/04/2004,18.00.00,4.8,1676,28.9,1525,160,2226,1653,24.3,37.3,1.1199
28/04/2004,19.00.00,5.4,1724,28.3,1510,155,2252,1716,23.1,42.2,1.1746
28/04/2004,20.00.00,5.3,1642,24.9,1426,162,2117,1720,21.8,43.6,1.1226
28/04/2004,21.00.00,2.7,1267,13.1,1088,129,1740,1339,19.8,46.8,1.0702
28/04/2004,22.00.00,1.4,1146,8.6,923,96,1575,1166,19.6,49.8,1.1221
28/04/2004,23.00.00,1.6,1216,9.5,960,92,1662,1256,17.9,56.2,1.142
29/04/2004,00.00.00,1.5,1128,7.8,891,89,1574,1125,17.4,55.6,1.0963
29/04/2004,01.00.00,1,1042,5.2,772,61,1495,968,16.8,59.5,1.1269
29/04/2004,02.00.00,0.6,926,2.8,639,54,1409,814,15.9,60.1,1.0806
29/04/2004,03.00.00,0.4,898,2.3,608,-200,1386,743,15.6,61.2,1.0784
29/04/2004,04.00.00,-200,889,2.5,617,44,1382,758,14.6,63.4,1.0446
29/04/2004,05.00.00,0.8,959,4.4,734,57,1470,861,13.3,67,1.0203
29/04/2004,06.00.00,1.5,1097,9.4,956,68,1620,1047,12.9,66.5,0.9846
29/04/2004,07.00.00,4.9,1674,29.8,1547,95,2405,1665,14.8,61.3,1.0237
29/04/2004,08.00.00,7.2,1771,36.2,1690,125,2572,1982,16.1,56.5,1.0274
29/04/2004,09.00.00,3.5,1408,18,1241,135,1886,1711,18.6,47.8,1.0143
29/04/2004,10.00.00,2.1,1156,10.9,1009,118,1583,1204,23.8,30.2,0.8771
29/04/2004,11.00.00,1.5,1042,9,941,91,1491,871,25.4,25,0.7966
29/04/2004,12.00.00,2,1167,14.4,1128,89,1716,1040,25.6,25.5,0.8234
29/04/2004,13.00.00,3.8,1398,22.3,1360,129,2037,1439,24.9,29.9,0.9325
29/04/2004,14.00.00,3.4,1458,20.9,1321,122,2023,1516,22.4,37.9,1.016
29/04/2004,15.00.00,4.4,1554,23.1,1379,138,2151,1693,21.7,44,1.1242
29/04/2004,16.00.00,3.9,1495,21.2,1331,136,2069,1635,21.4,44.4,1.1176
29/04/2004,17.00.00,4.9,1560,24.8,1424,143,2176,1688,20.8,45.3,1.1016
29/04/2004,18.00.00,5.4,1664,28.6,1519,145,2312,1820,20.2,48.6,1.1354
29/04/2004,19.00.00,6.5,1761,32.6,1610,146,2488,2006,20.2,50.8,1.1924
29/04/2004,20.00.00,4.3,1524,19.2,1275,122,2046,1740,18.6,57.6,1.2233
29/04/2004,21.00.00,2.9,1398,16.3,1189,112,1931,1577,18.2,58.8,1.2173
29/04/2004,22.00.00,2.7,1342,13.7,1106,102,1856,1443,17.8,61,1.2352
29/04/2004,23.00.00,2.8,1433,13.6,1104,97,1876,1411,17,70.7,1.3554
30/04/2004,00.00.00,2.3,1297,11.1,1019,85,1823,1217,16.2,76.9,1.4051
30/04/2004,01.00.00,1.7,1179,7.6,884,76,1696,1086,15.7,78.6,1.3943
30/04/2004,02.00.00,1.2,1097,5.9,809,74,1628,1050,15.7,78.4,1.3917
30/04/2004,03.00.00,1,1054,5,761,-200,1598,965,15.7,77.4,1.3683
30/04/2004,04.00.00,-200,1017,4,711,56,1554,906,15.4,78.5,1.3635
30/04/2004,05.00.00,0.8,1005,4.5,738,66,1563,917,15.7,74.7,1.3194
30/04/2004,06.00.00,1.7,1206,9.3,949,90,1771,1116,15.9,73.1,1.3136
30/04/2004,07.00.00,3,1458,18.3,1249,111,2033,1380,16.6,68.2,1.2737
30/04/2004,08.00.00,3.4,1405,19.9,1295,103,2065,1378,18.7,57.6,1.2323
30/04/2004,09.00.00,3.3,1381,16.6,1199,117,1970,1365,17.6,65,1.2945
30/04/2004,10.00.00,2.7,1315,12.6,1072,116,1833,1273,16.3,73.2,1.3458
30/04/2004,11.00.00,2.6,1332,12.9,1082,109,1889,1242,16,78.5,1.4209
30/04/2004,12.00.00,3.2,1362,14.9,1145,116,1973,1294,17.3,72.4,1.4125
30/04/2004,13.00.00,3.4,1399,17.4,1222,115,2061,1413,19.4,60.9,1.3545
30/04/2004,14.00.00,2.6,1310,15.4,1160,94,1939,1224,21.4,50.9,1.2823
30/04/2004,15.00.00,3.4,1399,16.7,1201,121,1971,1318,22.7,45.8,1.2465
30/04/2004,16.00.00,4,1524,18,1239,114,2139,1404,20.9,60.8,1.4852
30/04/2004,17.00.00,4.5,1487,19.2,1274,110,2133,1471,21,54.3,1.3353
30/04/2004,18.00.00,4.2,1480,21,1324,122,2162,1623,20.8,54.4,1.3194
30/04/2004,19.00.00,5.7,1626,26.9,1476,135,2356,1786,19.8,58.6,1.3392
